Date,SPY,France,Germany,UK,Italy,Sweden,Spain,Denmark,Switzerland,Finland,Korea,Japan,China,Hong Kong,Canada,Australia
2024-02-02,1.4238544183859725,-0.2941301728677681,-0.00011334679378416368,0.05049961496275124,1.3703654260067921,0.16037614673413136,1.5214999635396076,1.2649135183600224,-0.23882386443054848,-2.0149575204695513,4.656243210738708,0.2772122489057671,-7.048599239466135,-3.485602062622417,0.5173176288798986,1.739177615066645
2024-02-09,1.3856658511337328,-0.16774505032349785,-0.8466000228036674,-1.5578332087948121,0.5302791458995038,-1.5493379602127155,-2.544294468605768,0.6563092201674281,-3.1299921867448233,-2.92214212823827,2.1089285406491243,3.962283248774656,6.889650100177014,3.2887205692514243,-0.9301353890928898,-1.884813977601385
2024-02-16,-0.33719730594058417,1.5465205588643172,1.0968025455503017,1.6680644599006422,1.8175132060445853,2.370534207212238,-0.13430567653751613,0.924667750013286,1.2529814345987322,1.7580950015768537,1.5456327275785497,4.7690179607218,0.46027137231263726,4.228580934570014,1.131533545907104,0.605966833292837
2024-02-23,1.6696349956977663,3.0359665347501785,2.2443140977208786,0.44158132503470116,3.5343702353343387,1.58199516659423,2.9507223804259963,-0.05469256308803239,1.6287515428614507,-0.005754830660065213,1.0731799945991938,1.946816741696722,5.20749307809143,2.7198219456524786,0.6220157721406494,0.32300912965994577
2024-03-01,0.9845401694261069,-0.5993293503012032,1.621333862085339,-0.6105848249349677,0.5212648954407983,0.8779570067293685,-0.8417501949842476,1.29895392407402,-0.527866504374086,-0.5831023278897729,-1.2077128359354816,1.8193193830858712,0.4789283700079028,-1.0734595508130163,-0.029919764909591695,0.4090063461628879
2024-03-08,-0.2203339571067664,2.5263182760738134,1.791510791341766,1.2090581554553004,2.7706844419222554,2.408388455017607,3.738095314218315,3.2642619251245897,2.1653359588525767,1.0030359769588215,-0.04600081524319677,-2.0396670175307663,-0.8560825323483456,-2.906622282452054,1.763545479643569,3.200372807182017
2024-03-15,-0.05979154725722635,1.088835416656997,0.07615181350074662,0.3395978691309476,0.995125669100061,1.2364158652345636,2.225853399857314,-2.2939784046445366,-0.5619361291090863,-1.118184426451907,-0.21458553634480237,-2.1830256386214497,0.5723454339978229,2.5366999616472707,-0.11919950265162349,-2.8861950722669505
2024-03-22,2.2321142212606837,-0.34560814664631456,1.3079754515800124,1.9750581003124434,0.9969771615699674,-0.16494204599932782,3.0648319724923656,1.0561264726715702,-1.7005961942555659,0.1555645170467912,5.314522309525538,7.884224212069446,2.034090527193999,0.9260113960570915,0.6965170869462689,1.230005754988417
2024-03-29,0.3568744034772475,0.03606763644179445,0.9489418823388496,-0.007942983369846335,0.5571576856750138,-1.2590921272926048,0.5757409786678602,-1.0324279313496332,0.29696364371833983,-1.0038065031057752,-0.19750147739866497,-1.3965555691873521,-0.35256740529270303,0.12696934893038359,0.7654734580564204,0.752109168550652
2024-04-05,-0.8870793170660973,-1.366465993068744,-1.3221735504280074,-0.4102418728068491,-1.7321431300535983,-0.1404142739478087,-1.037626848302886,-0.7020925326127192,-2.04906378856603,1.933242952473213,-1.27807793585053,-3.509620980328021,0.8272127376183436,1.0055658496170405,0.37664008625282186,-0.47688687547878805
2024-04-12,-1.462116272952907,-1.6431101457293318,-2.363364593021644,0.3910268582219656,-1.7431450697632744,-0.9294796507672065,-3.1239083408102664,-1.8535333025919032,-1.925350521748892,-1.1400980801143046,0.06250038219306475,2.6188727847956006,-0.367385964211131,1.2425085219318843,-2.6771064889665963,-0.5244908811836702
2024-04-19,-3.0713363785322634,-0.6260872854393806,-1.8468137366902337,-2.1797596609721914,-0.30268853499300086,-0.9668907347699984,-0.36356789172757864,-1.8346796240827357,-0.9798392770859032,-1.0505611886629795,-2.4288015444838273,-5.28635518014311,2.4420207339513444,-2.0498403730981773,-1.021261424063813,-4.607224099073781
2024-04-26,2.645605879482349,1.6231652929983964,3.1910516781406217,3.663105890178797,1.7695120947158305,3.025942289008632,4.764558330936519,1.7030673909527394,0.37819036064663525,0.9467792434918021,3.125781758322854,2.975711349358301,1.4009579295019892,9.4339820659876,1.556848172861569,1.646797741160766
2024-05-03,0.5961527102397834,-1.5833627840015074,-0.8455627597260706,1.1574940432956815,-1.7809410222507815,-0.6566975694637933,-2.656374087367608,-0.7377863741545365,-0.32685706375586987,1.2580029887055533,-0.8759308012058598,-0.8458547327895194,-1.115989611032886,3.0324749362342307,-0.1592222159010337,1.4397985180813588
2024-05-10,1.8678196837840888,3.77237622696609,4.769661110400802,2.5631727667997817,3.5422050518256087,3.9415114133093843,2.7958376516169503,2.8052497657946818,4.6973718647314255,3.741757811785207,3.4369629438653515,1.5133766810083937,3.133030190855002,4.1715573743138945,1.5623151253408296,2.327731426797386
2024-05-17,1.653095526584547,0.1379035476619217,0.40167475519395923,1.0081652198301483,2.90717049478888,-0.2106541527427841,2.76700104287142,3.4569564747913617,2.4032752525613432,2.0640082222946887,-0.11678536893013902,1.4538840116946727,-0.022965203210600915,3.1043980127757442,1.1657148352576918,1.7827001445639645
2024-05-24,-0.0018724518756285669,-1.3951390072987624,-0.5661909268000365,-1.04563892669447,-3.0721540145721926,0.34985926982917803,-1.2283523681212882,-1.0575790541362706,-1.7950895355714924,-1.099049170570332,-0.33283751975194953,0.661669517740926,-1.0398809902247397,-3.8052945441313657,-1.4988662067844105,-2.3327017433213304
2024-05-31,-0.39098469377359946,-1.0510765195352212,-0.835247532086747,-0.22091515862603384,0.21310102508373951,-0.5670854735897901,0.885997556538487,0.6841341356699449,1.7995893331303137,-0.8997304387055038,-1.9133270471619612,-0.42212763411666465,-0.0793734634256027,-2.8572372924985157,0.12456248532315417,0.10130848779357216
2024-06-07,1.2590768629803462,0.6564320253223732,0.865450211353469,0.13129706409585884,1.0317808275511542,1.293146119031352,1.2769176033355034,2.2145780997127495,3.6431162089963554,0.04933292427949931,2.4673236448068625,-0.2909052728784056,-1.9513902927008608,0.7890659374719444,-1.066485871238021,2.6481168836341773
2024-06-14,1.6422921310741856,-7.65847602159362,-4.420344245052599,-1.4930798357625896,-7.18416995364689,-3.7910478701968064,-5.046003619077788,-3.7872112377136835,-2.1859575321513836,-3.623385428532855,2.232142020455985,1.2567752771891927,0.30800479240706835,-1.39577148447384,-2.201542452521865,-2.2736993304307007
2024-06-21,0.6423648584149566,1.3680172536703727,0.5952028562091094,0.37263313419206856,1.6696104472513795,0.17317191107961705,0.061972381463593074,-0.10321388252794161,0.010348451407893311,0.8278329064226986,2.0842394815265175,0.5855917207836625,0.010003857814044892,1.630922033530724,0.02229879477901875,1.3442729157592481
2024-06-28,-0.053268636346881504,-1.9361377505206057,0.41528545940030526,-1.0097968638004162,-0.4460660763524471,-0.14857619893154927,-0.7838192143503786,-0.9012670372827825,-0.940896006010361,-1.3543591444839076,1.5919055054779196,3.661096608289083,0.0797481922290455,-0.6141195551541356,1.3821827426177768,-0.5171989901415874
2024-07-05,1.9146731385953464,3.5780538343580526,2.270696294536667,1.3574495512874263,3.470112027187122,0.4517501423262793,1.6837633141967956,2.245579851545121,-0.08953699575711127,1.6900407738912993,2.719731616130483,3.775820750640424,-0.17114399484369214,0.874731768359216,1.4551409355069378,1.8254925400121413
2024-07-12,0.964596897037584,1.2085591840562238,2.050264317539363,1.9142117925775581,2.318820012773104,3.4717673117222514,2.634227271188161,1.5307586922414185,3.461436057141265,0.9763682711165789,-2.1392415641149354,-1.2762622351013886,-1.2323717959870861,0.8175403940543613,2.718183705604238,2.3969774485366857
2024-07-19,-1.9643233893013257,-2.192258716216211,-2.8087186968352884,-0.9614752208976229,-0.790579865813823,-2.0151749355610704,-1.1847840038048507,-2.649987887567695,-0.5667540778658942,-2.1732684293147675,-2.8183601811444303,-3.400141427111736,-0.2936655893180373,-5.451334878870352,-0.49180480197859033,-0.7762470504072083
2024-07-26,-0.8287921088032779,-0.6846890118477944,0.890464664197399,0.861133667123648,-1.64192062958608,-0.14530602223550293,0.24591964599325333,0.8417680061481247,1.3152786551782203,0.2446643835926965,-4.470944748894478,-8.17866455516355,-5.262401391700111,-4.472927317007924,-0.30055627881034885,-3.054388318920198
2024-08-02,-2.119603973778006,-4.123581096920259,-4.693419340761962,-2.333793311867627,-5.889697885610901,-4.9203417371399665,-5.002075180579912,-1.488759631017078,-2.102896261531806,-2.5340308110898935,-4.964476059783451,-7.591634433606897,-2.4257066244991132,-3.3705660290162975,-3.0153967385115443,-0.45868571015486026
2024-08-09,0.016875723880493965,1.43461454318774,1.5367665917072504,0.0645817291239359,0.4474537017648439,0.8467429008725991,0.8653239193114226,1.0541010064048506,0.6171729262493098,2.150856357178399,-4.30609046362841,-3.490478795184304,-2.5117850497341276,-0.17276548613152087,1.4336835285322813,-0.5884755012563136
2024-08-16,4.000072762093376,2.9981840792835612,3.9050342677382055,2.6326928939685024,4.483652934359572,3.5524831509057275,3.4475174138916653,2.0507895798546727,2.0739783232486153,2.886654993032023,5.254994279965075,9.72453971780871,1.6538618871333677,3.0407014000566335,3.3445976159149904,2.797385395234553
2024-08-23,1.4107624496913163,3.0256057941531855,3.012011608773446,2.0506367243301016,3.1594419124281403,2.3497949497601978,4.315440881628918,1.231179180720987,3.7432598406299533,3.2888318368874403,-1.8584797478750859,-1.2314619111020275,-2.8942141516211772,-0.980013383797973,1.9612537537100572,2.1098145418753322
2024-08-30,0.275750790982765,0.38128971837531056,1.139333205800408,1.1086956259809932,1.8183845112874741,1.1034057291730126,0.767505693560977,0.5250860054032969,1.2838702941814883,1.142981908769658,-1.91082156904262,-0.15846821231871866,-1.3231829953698093,1.2430213636119736,1.1054457364898296,2.153346892325936
2024-09-06,-4.137103953360322,-3.3749049753844296,-2.9233130652380868,-2.2434501427804343,-2.871142657024195,-4.152126843773718,-1.7308866481960061,-1.4234220531328834,-3.877409454001068,-3.414791239393966,-5.895383214717798,-6.871259726503565,-3.721492932702397,-4.061529690568733,-2.5007191698547704,-1.7838174260053075
2024-09-13,4.006588548894063,1.2371474523953374,1.8727963965422534,0.7768429852777592,0.5329475057821442,1.4820322566492905,2.9873867689883538,4.0057189971516305,0.3694006071128464,-0.2682649846204921,-0.09732990539339514,-0.7979487051284817,-3.552275186703302,-1.752003194578966,2.898281036574446,0.8776324715522255
2024-09-20,1.4204180084754325,1.2279877474536072,0.8692320746702009,0.6172820533444701,1.3369493423970535,2.8962902593542728,2.6056030103753347,-1.84533736566872,-0.6097075411796937,1.7130203235851127,1.6578097533950897,4.082617046431514,2.170599306855836,6.081491066829425,1.3639476507643744,2.5821639915708516
2024-09-27,0.566660455245227,4.023286735437415,4.162102654398159,2.0972395772090646,2.9945940436577168,2.4743325971974706,1.962226245358889,-1.1784976130973068,2.695613870572755,4.372454076247467,3.7277508499049317,7.134326602681784,14.367313801202332,14.55322940459829,1.0201835566180595,1.2550548378983617
